1,0,3883,60616,33797,26811,29983,1,3980,3701,2170,1785,785,29377
2,250,5187,61885,31223,24806,30011,1,3980,3701,2170,1785,785,29480
3,500,6661,62975,28658,22855,30029,1,3980,3701,2170,1785,785,29590
4,750,8296,63878,26119,20969,30038,1,3980,3701,2170,1785,785,29707
5,1000,10082,64589,23621,19160,30038,1,3980,3701,2170,1785,785,29829
6,1250,12008,65104,21179,17438,30028,1,3980,3701,2170,1785,785,29957
7,1500,14062,65420,18808,15816,30009,1,3980,3701,2170,1785,785,30090
8,1750,16231,65535,16524,14301,29982,1,3980,3701,2170,1785,785,30225
9,2000,18502,65447,14340,12905,29945,1,3980,3701,2170,1785,785,30364
10,2250,20862,65158,12269,11636,29899,1,3980,3701,2170,1785,785,30504
11,2500,23294,64669,10325,10500,29845,1,3980,3701,2170,1785,785,30646
12,2750,25785,63984,8519,9506,29783,1,3980,3701,2170,1785,785,30787
13,3000,28319,63106,6863,8660,29714,1,3980,3701,2170,1785,785,30928
14,3250,30880,62041,5366,7966,29637,1,3980,3701,2170,1785,785,31067
15,3500,33453,60796,4038,7429,29553,1,3980,3701,2170,1785,785,31204
16,3750,36022,59377,2888,7052,29463,1,3980,3701,2170,1785,785,31337
17,4000,38571,57795,1921,6838,29367,1,3980,3701,2170,1785,785,31466
18,4250,41084,56058,1145,6788,29266,1,3980,3701,2170,1785,785,31590
19,4500,43546,54178,564,6903,29161,1,3980,3701,2170,1785,785,31709
20,4750,45941,52166,181,7180,29052,1,3980,3701,2170,1785,785,31821
21,5000,48255,50034,0,7620,28939,1,3980,3701,2170,1785,785,31926
22,5250,50473,47796,20,8218,28824,1,3980,3701,2170,1785,785,32023
23,5500,52583,45465,242,8972,28707,1,3980,3701,2170,1785,785,32112
24,5750,54570,43056,664,9877,28590,1,3980,3701,2170,1785,785,32192
25,6000,56423,40583,1285,10927,28472,1,3980,3701,2170,1785,785,32262
26,6250,58129,38062,2100,12116,28354,1,3980,3701,2170,1785,785,32323
27,6500,59680,35509,3103,13436,28237,1,3980,3701,2170,1785,785,32373
28,6750,61065,32939,4290,14879,28122,1,3980,3701,2170,1785,785,32413
29,7000,62275,30367,5652,16437,28010,1,3980,3701,2170,1785,785,32442
30,7250,63303,27811,7182,18099,27901,1,3980,3701,2170,1785,785,32461
31,7500,64143,25284,8869,19856,27796,1,3980,3701,2170,1785,785,32468
32,7750,64789,22805,10703,21697,27695,1,3980,3701,2170,1785,785,32464
33,8000,65239,20386,12674,23609,27600,1,3980,3701,2170,1785,785,32449
34,8250,65487,18044,14768,25583,27510,1,3980,3701,2170,1785,785,32422
35,8500,65535,15792,16973,27604,27427,1,3980,3701,2170,1785,785,32385
36,8750,65380,13646,19276,29662,27350,1,3980,3701,2170,1785,785,32338
37,9000,65024,11617,21662,31743,27281,1,3980,3701,2170,1785,785,32280
38,9250,64469,9718,24116,33834,27219,1,3980,3701,2170,1785,785,32212
39,9500,63719,7962,26624,35922,27166,1,3980,3701,2170,1785,785,32135
40,9750,62778,6358,29170,37996,27121,1,3980,3701,2170,1785,785,32049
41,10000,61651,4918,31737,40041,27085,1,3980,3701,2170,1785,785,31954
42,10250,60347,3649,34311,42045,27057,1,3980,3701,2170,1785,785,31851
43,10500,58873,2559,36876,43996,27039,1,3980,3701,2170,1785,785,31741
44,10750,57238,1656,39415,45882,27030,1,3980,3701,2170,1785,785,31624
45,11000,55452,945,41913,47691,27030,1,3980,3701,2170,1785,785,31501
46,11250,53526,430,44355,49412,27040,1,3980,3701,2170,1785,785,31373
47,11500,51472,114,46726,51035,27059,1,3980,3701,2170,1785,785,31241
48,11750,49303,0,49010,52549,27086,1,3980,3701,2170,1785,785,31105
49,12000,47032,87,51194,53945,27123,1,3980,3701,2170,1785,785,30967
50,12250,44672,376,53265,55215,27169,1,3980,3701,2170,1785,785,30826
51,12500,42240,865,55209,56350,27223,1,3980,3701,2170,1785,785,30685
52,12750,39749,1550,57015,57344,27284,1,3980,3701,2170,1785,785,30543
53,13000,37215,2428,58671,58191,27354,1,3980,3701,2170,1785,785,30403
54,13250,34654,3493,60168,58885,27431,1,3980,3701,2170,1785,785,30263
55,13500,32081,4738,61496,59422,27515,1,3980,3701,2170,1785,785,30127
56,13750,29512,6157,62646,59799,27605,1,3980,3701,2170,1785,785,29994
