1,0,39582,57126,1603,30358,38633,58,2890,1108,57,404,2928,44310
2,250,42077,55330,905,30361,38290,58,2890,1108,57,404,2928,46106
3,500,44514,53395,403,30392,37933,58,2890,1108,57,404,2928,47813
4,750,46879,51333,101,30452,37564,58,2890,1108,57,404,2928,49421
5,1000,49156,49156,0,30539,37185,58,2890,1108,57,404,2928,50921
6,1250,51333,46879,101,30653,36799,58,2890,1108,57,404,2928,52302
7,1500,53395,44514,403,30794,36408,58,2890,1108,57,404,2928,53557
8,1750,55330,42077,905,30960,36015,58,2890,1108,57,404,2928,54678
9,2000,57126,39582,1603,31152,35621,58,2890,1108,57,404,2928,55657
10,2250,58772,37046,2494,31366,35230,58,2890,1108,57,404,2928,56490
11,2500,60258,34483,3571,31603,34843,58,2890,1108,57,404,2928,57169
12,2750,61574,31909,4828,31861,34463,58,2890,1108,57,404,2928,57693
13,3000,62712,29341,6258,32137,34093,58,2890,1108,57,404,2928,58056
14,3250,63666,26794,7850,32431,33734,58,2890,1108,57,404,2928,58258
15,3500,64429,24283,9597,32741,33389,58,2890,1108,57,404,2928,58296
16,3750,64997,21825,11486,33064,33060,58,2890,1108,57,404,2928,58171
17,4000,65366,19435,13507,33399,32750,58,2890,1108,57,404,2928,57883
18,4250,65535,17126,15646,33743,32459,58,2890,1108,57,404,2928,57435
19,4500,65501,14914,17891,34095,32190,58,2890,1108,57,404,2928,56828
20,4750,65265,12813,20227,34452,31945,58,2890,1108,57,404,2928,56067
21,5000,64829,10834,22641,34813,31724,58,2890,1108,57,404,2928,55156
22,5250,64196,8990,25118,35174,31530,58,2890,1108,57,404,2928,54101
23,5500,63369,7293,27641,35534,31363,58,2890,1108,57,404,2928,52908
24,5750,62353,5753,30196,35890,31224,58,2890,1108,57,404,2928,51585
25,6000,61154,4380,32767,36241,31115,58,2890,1108,57,404,2928,50141
26,6250,59781,3181,35338,36584,31036,58,2890,1108,57,404,2928,48583
27,6500,58241,2165,37893,36916,30988,58,2890,1108,57,404,2928,46921
28,6750,56544,1338,40416,37237,30970,58,2890,1108,57,404,2928,45166
29,7000,54700,705,42893,37544,30984,58,2890,1108,57,404,2928,43329
30,7250,52721,269,45307,37834,31028,58,2890,1108,57,404,2928,41420
31,7500,50620,33,47643,38107,31102,58,2890,1108,57,404,2928,39452
32,7750,48408,0,49888,38361,31207,58,2890,1108,57,404,2928,37436
33,8000,46099,168,52027,38593,31342,58,2890,1108,57,404,2928,35386
34,8250,43709,537,54048,38804,31504,58,2890,1108,57,404,2928,33313
35,8500,41251,1105,55937,38990,31695,58,2890,1108,57,404,2928,31231
36,8750,38740,1868,57684,39152,31912,58,2890,1108,57,404,2928,29153
37,9000,36193,2822,59277,39287,32154,58,2890,1108,57,404,2928,27090
38,9250,33625,3960,60706,39397,32420,58,2890,1108,57,404,2928,25056
39,9500,31052,5276,61963,39478,32708,58,2890,1108,57,404,2928,23064
40,9750,28489,6762,63040,39532,33016,58,2890,1108,57,404,2928,21125
41,10000,25952,8408,63931,39558,33342,58,2890,1108,57,404,2928,19252
42,10250,23457,10204,64629,39555,33685,58,2890,1108,57,404,2928,17456
43,10500,21020,12139,65131,39524,34042,58,2890,1108,57,404,2928,15749
44,10750,18655,14201,65434,39465,34411,58,2890,1108,57,404,2928,14140
45,11000,16378,16378,65535,39378,34789,58,2890,1108,57,404,2928,12640
46,11250,14201,18655,65434,39264,35175,58,2890,1108,57,404,2928,11258
47,11500,12139,21020,65131,39123,35566,58,2890,1108,57,404,2928,10002
48,11750,10204,23457,64629,38957,35960,58,2890,1108,57,404,2928,8881
49,12000,8408,25952,63931,38765,36354,58,2890,1108,57,404,2928,7900
50,12250,6762,28489,63040,38551,36745,58,2890,1108,57,404,2928,7067
51,12500,5276,31052,61963,38314,37132,58,2890,1108,57,404,2928,6387
52,12750,3960,33625,60706,38057,37512,58,2890,1108,57,404,2928,5862
53,13000,2822,36193,59277,37780,37882,58,2890,1108,57,404,2928,5498
54,13250,1868,38740,57684,37486,38241,58,2890,1108,57,404,2928,5296
55,13500,1105,41251,55937,37177,38586,58,2890,1108,57,404,2928,5257
56,13750,537,43709,54048,36853,38915,58,2890,1108,57,404,2928,5381
57,14000,168,46099,52027,36519,39226,58,2890,1108,57,404,2928,5669
58,14250,0,48408,49888,36174,39517,58,2890,1108,57,404,2928,6117
59,14500,33,50620,47643,35822,39786,58,2890,1108,57,404,2928,6724
60,14750,269,52721,45307,35465,40031,58,2890,1108,57,404,2928,7485
61,15000,705,54700,42893,35104,40252,58,2890,1108,57,404,2928,8396
62,15250,1338,56544,40416,34743,40447,58,2890,1108,57,404,2928,9451
63,15500,2165,58241,37893,34383,40614,58,2890,1108,57,404,2928,10644
64,15750,3181,59781,35338,34026,40752,58,2890,1108,57,404,2928,11967
65,16000,4380,61154,32767,33675,40861,58,2890,1108,57,404,2928,13413
66,16250,5753,62353,30196,33332,40940,58,2890,1108,57,404,2928,14971
67,16500,7293,63369,27641,33000,40989,58,2890,1108,57,404,2928,16634
68,16750,8990,64196,25118,32679,41006,58,2890,1108,57,404,2928,18389
69,17000,10834,64829,22641,32372,40993,58,2890,1108,57,404,2928,20228
70,17250,12813,65265,20227,32081,40949,58,2890,1108,57,404,2928,22137
71,17500,14914,65501,17891,31808,40874,58,2890,1108,57,404,2928,24106
72,17750,17126,65535,15646,31555,40769,58,2890,1108,57,404,2928,26122
73,18000,19435,65366,13507,31322,40635,58,2890,1108,57,404,2928,28173
74,18250,21825,64997,11486,31112,40471,58,2890,1108,57,404,2928,30247
75,18500,24283,64429,9597,30925,40281,58,2890,1108,57,404,2928,32329
76,18750,26794,63666,7850,30764,40064,58,2890,1108,57,404,2928,34409
77,19000,29341,62712,6258,30628,39821,58,2890,1108,57,404,2928,36472
78,19250,31909,61574,4828,30519,39555,58,2890,1108,57,404,2928,38506
79,19500,34483,60258,3571,30438,39267,58,2890,1108,57,404,2928,40498
80,19750,37046,58772,2494,30384,38959,58,2890,1108,57,404,2928,42437
81,20000,39582,57126,1603,30358,38633,58,2890,1108,57,404,2928,44310
82,20250,42077,55330,905,30361,38290,58,2890,1108,57,404,2928,46106
83,20500,44514,53395,403,30392,37933,58,2890,1108,57,404,2928,47813
84,20750,46879,51333,101,30452,37564,58,2890,1108,57,404,2928,49421
85,21000,49156,49156,0,30539,37185,58,2890,1108,57,404,2928,50921
86,21250,51333,46879,101,30653,36799,58,2890,1108,57,404,2928,52302
87,21500,53395,44514,403,30794,36408,58,2890,1108,57,404,2928,53557
88,21750,55330,42077,905,30960,36015,58,2890,1108,57,404,2928,54678
89,22000,57126,39582,1603,31152,35621,58,2890,1108,57,404,2928,55657
90,22250,58772,37046,2494,31366,35230,58,2890,1108,57,404,2928,56490
91,22500,60258,34483,3571,31603,34843,58,2890,1108,57,404,2928,57169
92,22750,61574,31909,4828,31861,34463,58,2890,1108,57,404,2928,57693
93,23000,62712,29341,6258,32137,34093,58,2890,1108,57,404,2928,58056
94,23250,63666,26794,7850,32431,33734,58,2890,1108,57,404,2928,58258
95,23500,64429,24283,9597,32741,33389,58,2890,1108,57,404,2928,58296
96,23750,64997,21825,11486,33064,33060,58,2890,1108,57,404,2928,58171
97,24000,65366,19435,13507,33399,32750,58,2890,1108,57,404,2928,57883
98,24250,65535,17126,15646,33743,32459,58,2890,1108,57,404,2928,57435
99,24500,65501,14914,17891,34095,32190,58,2890,1108,57,404,2928,56828
100,24750,65265,12813,20227,34452,31945,58,2890,1108,57,404,2928,56067
101,25000,64829,10834,22641,34813,31724,58,2890,1108,57,404,2928,55156
102,25250,64196,8990,25118,35174,31530,58,2890,1108,57,404,2928,54101
103,25500,63369,7293,27641,35534,31363,58,2890,1108,57,404,2928,52908
104,25750,62353,5753,30196,35890,31224,58,2890,1108,57,404,2928,51585
105,26000,61154,4380,32767,36241,31115,58,2890,1108,57,404,2928,50141
106,26250,59781,3181,35338,36584,31036,58,2890,1108,57,404,2928,48583
107,26500,58241,2165,37893,36916,30988,58,2890,1108,57,404,2928,46921
108,26750,56544,1338,40416,37237,30970,58,2890,1108,57,404,2928,45166
109,27000,54700,705,42893,37544,30984,58,2890,1108,57,404,2928,43329
110,27250,52721,269,45307,37834,31028,58,2890,1108,57,404,2928,41420
111,27500,50620,33,47643,38107,31102,58,2890,1108,57,404,2928,39452
112,27750,48408,0,49888,38361,31207,58,2890,1108,57,404,2928,37436
113,28000,46099,168,52027,38593,31342,58,2890,1108,57,404,2928,35386
114,28250,43709,537,54048,38804,31504,58,2890,1108,57,404,2928,33313
115,28500,41251,1105,55937,38990,31695,58,2890,1108,57,404,2928,31231
116,28750,38740,1868,57684,39152,31912,58,2890,1108,57,404,2928,29153
117,29000,36193,2822,59277,39287,32154,58,2890,1108,57,404,2928,27090
118,29250,33625,3960,60706,39397,32420,58,2890,1108,57,404,2928,25056
119,29500,31052,5276,61963,39478,32708,58,2890,1108,57,404,2928,23064
120,29750,28489,6762,63040,39532,33016,58,2890,1108,57,404,2928,21125
121,30000,25952,8408,63931,39558,33342,58,2890,1108,57,404,2928,19252
122,30250,23457,10204,64629,39555,33685,58,2890,1108,57,404,2928,17456
123,30500,21020,12139,65131,39524,34042,58,2890,1108,57,404,2928,15749
124,30750,18655,14201,65434,39465,34411,58,2890,1108,57,404,2928,14140
125,31000,16378,16378,65535,39378,34789,58,2890,1108,57,404,2928,12640
126,31250,14201,18655,65434,39264,35175,58,2890,1108,57,404,2928,11258
127,31500,12139,21020,65131,39123,35566,58,2890,1108,57,404,2928,10002
128,31750,10204,23457,64629,38957,35960,58,2890,1108,57,404,2928,8881
129,32000,8408,25952,63931,38765,36354,58,2890,1108,57,404,2928,7900
130,32250,6762,28489,63040,38551,36745,58,2890,1108,57,404,2928,7067
131,32500,5276,31052,61963,38314,37132,58,2890,1108,57,404,2928,6387
132,32750,3960,33625,60706,38057,37512,58,2890,1108,57,404,2928,5862
133,33000,2822,36193,59277,37780,37882,58,2890,1108,57,404,2928,5498
134,33250,1868,38740,57684,37486,38241,58,2890,1108,57,404,2928,5296
135,33500,1105,41251,55937,37177,38586,58,2890,1108,57,404,2928,5257
136,33750,537,43709,54048,36853,38915,58,2890,1108,57,404,2928,5381
137,34000,168,46099,52027,36519,39226,58,2890,1108,57,404,2928,5669
138,34250,0,48408,49888,36174,39517,58,2890,1108,57,404,2928,6117
139,34500,33,50620,47643,35822,39786,58,2890,1108,57,404,2928,6724
140,34750,269,52721,45307,35465,40031,58,2890,1108,57,404,2928,7485
141,35000,705,54700,42893,35104,40252,58,2890,1108,57,404,2928,8396
142,35250,1338,56544,40416,34743,40447,58,2890,1108,57,404,2928,9451
143,35500,2165,58241,37893,34383,40614,58,2890,1108,57,404,2928,10644
144,35750,3181,59781,35338,34026,40752,58,2890,1108,57,404,2928,11967
145,36000,4380,61154,32767,33675,40861,58,2890,1108,57,404,2928,13413
146,36250,5753,62353,30196,33332,40940,58,2890,1108,57,404,2928,14971
147,36500,7293,63369,27641,33000,40989,58,2890,1108,57,404,2928,16634
148,36750,8990,64196,25118,32679,41006,58,2890,1108,57,404,2928,18389
149,37000,10834,64829,22641,32372,40993,58,2890,1108,57,404,2928,20228
150,37250,12813,65265,20227,32081,40949,58,2890,1108,57,404,2928,22137
151,37500,14914,65501,17891,31808,40874,58,2890,1108,57,404,2928,24106
152,37750,17126,65535,15646,31555,40769,58,2890,1108,57,404,2928,26122
153,38000,19435,65366,13507,31322,40635,58,2890,1108,57,404,2928,28173
154,38250,21825,64997,11486,31112,40471,58,2890,1108,57,404,2928,30247
155,38500,24283,64429,9597,30925,40281,58,2890,1108,57,404,2928,32330
156,38750,26794,63666,7850,30764,40064,58,2890,1108,57,404,2928,34409
157,39000,29341,62712,6258,30628,39821,58,2890,1108,57,404,2928,36472
158,39250,31909,61574,4828,30519,39555,58,2890,1108,57,404,2928,38506
159,39500,34483,60258,3571,30438,39267,58,2890,1108,57,404,2928,40498
160,39750,37046,58772,2494,30384,38959,58,2890,1108,57,404,2928,42437
161,40000,39582,57126,1603,30358,38633,58,2890,1108,57,404,2928,44310
162,40250,42077,55330,905,30361,38290,58,2890,1108,57,404,2928,46106
163,40500,44514,53395,403,30392,37933,58,2890,1108,57,404,2928,47813
164,40750,46879,51333,101,30452,37564,58,2890,1108,57,404,2928,49421
