121,120000,28959,43625,23078,30350,14228,56010,41562,4992,53131,26222,61355,8106,0
122,121000,28959,43625,23078,35705,11113,54254,48776,4514,46593,16540,62995,16049,0
123,122000,28959,43625,23078,41003,9328,51210,54519,6453,39048,8475,61557,25599,0
124,123000,28959,43625,23078,45793,9067,47095,58241,10630,31211,2780,57164,35878,0
125,124000,28959,43625,23078,49636,10342,42306,59575,16634,23860,8,50253,45870,0
126,125000,28959,43625,23077,52119,12972,37407,58392,23866,17725,438,41533,54550,0
127,126000,28959,43625,23077,52975,16755,32847,54803,31629,13397,4042,31826,61089,0
128,127000,28959,43625,23077,52119,21381,29002,49155,39171,11297,10473,22051,64877,0
129,128000,28959,43625,23077,49699,26292,26292,42015,45734,11634,19064,13225,65524,0
130,129000,28959,43625,23077,45937,30999,25000,34077,50681,14374,28985,6208,62960,0
131,130000,28959,43625,23077,41101,35123,25268,26101,53537,19256,39315,1650,57422,0
132,131000,28959,43625,23077,35736,38243,27027,18888,54015,25795,49000,8,49477,0
133,132000,28959,43625,23077,30443,40026,30070,13146,52074,33340,57062,1449,39927,0
134,133000,28959,43625,23077,25653,40281,34191,9424,47896,41178,62755,5845,29644,0
135,134000,28959,43625,23077,21810,38999,38988,8093,41889,48528,65526,12762,19650,0
136,135000,28959,43625,23077,19336,36361,43886,9277,34658,54663,65092,21483,10971,0
137,136000,28959,43625,23077,18481,32581,48442,12865,26897,58989,61488,31188,4435,0
138,137000,28959,43625,23077,19339,27961,52279,18514,19356,61087,55055,40959,653,0
139,138000,28959,43625,23077,21769,23049,54980,25655,12794,60749,46460,49785,10,0
140,139000,28959,43625,23077,25535,18341,56269,33592,7846,58010,36540,56802,2574,0
141,140000,28959,43625,23078,30348,14230,56010,41563,4993,53129,26221,61353,8108,0
142,141000,28959,43625,23078,35706,11114,54253,48776,4514,46591,16539,62994,16051,0
143,142000,28959,43625,23078,41002,9329,51209,54520,6454,39046,8474,61556,25602,0
144,143000,28959,43625,23078,45791,9069,47095,58241,10632,31210,2782,57161,35879,0
145,144000,28959,43625,23078,49634,10343,42306,59573,16637,23860,10,50250,45871,0
146,145000,28959,43625,23077,52116,12973,37408,58391,23868,17724,440,41531,54551,0
147,146000,28959,43625,23077,52973,16755,32848,54801,31631,13397,4045,31824,61089,0
148,147000,28959,43625,23077,52118,21381,29004,49153,39172,11298,10476,22050,64876,0
149,148000,28959,43625,23077,49697,26292,26294,42012,45735,11635,19068,13224,65522,0
150,149000,28959,43625,23077,45933,31000,25003,34075,50682,14375,28988,6208,62957,0
151,150000,28959,43625,23077,41101,35121,25269,26100,53537,19258,39317,1651,57419,0
152,151000,28959,43625,23077,35736,38241,27028,18887,54015,25797,49001,9,49474,0
153,152000,28959,43625,23077,30444,40024,30070,13145,52073,33342,57062,1450,39925,0
154,153000,28959,43625,23077,25653,40280,34192,9425,47894,41179,62755,5847,29643,0
155,154000,28959,43625,23077,21812,38997,38988,8093,41888,48530,65525,12763,19649,0
156,155000,28959,43625,23077,19337,36361,43886,9278,34657,54664,65091,21485,10970,0
157,156000,28959,43625,23077,18483,32580,48441,12867,26895,58989,61486,31190,4436,0
158,157000,28959,43625,23077,19342,27960,52277,18516,19355,61086,55053,40960,654,0
159,158000,28959,43625,23077,21770,23050,54979,25657,12793,60748,46458,49785,12,0
160,159000,28959,43625,23077,25530,18345,56270,33592,7846,58009,36541,56800,2575,0
161,160000,28959,43625,23078,30351,14230,56007,41565,4993,53127,26218,61353,8111,0
162,161000,28959,43625,23078,35706,11116,54252,48777,4516,46590,16539,62992,16053,0
163,162000,28959,43625,23078,41001,9331,51209,54520,6455,39044,8475,61554,25604,0
164,163000,28959,43625,23078,45790,9070,47094,58241,10633,31208,2782,57160,35882,0
165,164000,28959,43625,23078,49633,10344,42306,59572,16638,23859,12,50248,45872,0
166,165000,28959,43625,23077,52114,12974,37409,58389,23870,17724,443,41528,54551,0
167,166000,28959,43625,23077,52971,16756,32849,54800,31632,13397,4046,31822,61089,0
168,167000,28959,43625,23077,52117,21381,29005,49150,39174,11299,10479,22048,64875,0
169,168000,28959,43625,23077,49696,26292,26296,42011,45736,11636,19070,13224,65520,0
170,169000,28959,43625,23077,45931,30999,25005,34073,50682,14377,28990,6208,62955,0
171,170000,28959,43625,23077,41101,35120,25270,26099,53536,19260,39318,1652,57417,0
172,171000,28959,43625,23077,35737,38239,27029,18886,54014,25799,49002,11,49472,0
173,172000,28959,43625,23077,30444,40022,30072,13145,52072,33343,57062,1452,39923,0
174,173000,28959,43625,23077,25655,40278,34192,9424,47893,41180,62755,5850,29641,0
175,174000,28959,43625,23077,21814,38995,38987,8093,41886,48531,65524,12766,19648,0
176,175000,28959,43625,23077,19338,36360,43885,9279,34655,54664,65089,21487,10970,0
177,176000,28959,43625,23077,18484,32580,48440,12868,26894,58989,61483,31191,4436,0
178,177000,28959,43625,23077,19343,27960,52276,18517,19354,61086,55050,40962,655,0
179,178000,28959,43625,23077,21771,23051,54977,25658,12792,60747,46455,49786,13,0
180,179000,28959,43625,23077,25531,18346,56269,33594,7846,58008,36539,56800,2577,0
181,180000,28959,43625,23078,30351,14231,56006,41567,4993,53126,26217,61353,8113,0
182,181000,28959,43625,23078,35705,11117,54250,48777,4516,46588,16538,62991,16056,0
183,182000,28959,43625,23078,41000,9333,51208,54520,6456,39043,8474,61552,25606,0
184,183000,28959,43625,23078,45788,9072,47094,58241,10635,31207,2783,57157,35883,0
185,184000,28959,43625,23078,49632,10345,42306,59572,16640,23858,13,50246,45873,0
186,185000,28959,43625,23077,52112,12975,37410,58388,23871,17723,444,41526,54551,0
187,186000,28959,43625,23077,52970,16757,32850,54799,31634,13397,4048,31820,61088,0
188,187000,28959,43625,23077,52116,21381,29006,49149,39175,11299,10481,22047,64874,0
189,188000,28959,43625,23077,49694,26291,26297,42009,45736,11637,19072,13223,65519,0
190,189000,28959,43625,23077,45931,30998,25007,34071,50682,14378,28992,6208,62953,0
191,190000,28959,43625,23077,41100,35118,25272,26097,53536,19261,39320,1653,57415,0
192,191000,28959,43625,23077,35737,38238,27030,18885,54013,25800,49003,12,49470,0
193,192000,28959,43625,23077,30445,40021,30072,13145,52071,33345,57063,1454,39921,0
194,193000,28959,43625,23077,25656,40276,34193,9425,47891,41182,62754,5852,29639,0
195,194000,28959,43625,23077,21816,38994,38987,8094,41885,48531,65523,12768,19647,0
196,195000,28959,43625,23077,19340,36359,43884,9280,34653,54665,65087,21489,10970,0
197,196000,28959,43625,23077,18486,32580,48439,12870,26892,58989,61481,31193,4436,0
198,197000,28959,43625,23077,19345,27960,52274,18519,19353,61086,55048,40963,656,0
199,198000,28959,43625,23077,21772,23051,54976,25660,12792,60746,46453,49786,15,0
200,199000,28959,43625,23077,25536,18344,56265,33597,7845,58006,36534,56801,2581,0
201,200000,28959,43625,23078,30350,14233,56005,41567,4994,53125,26216,61351,8115,0
202,201000,28959,43625,23078,35705,11119,54249,48779,4517,46586,16536,62990,16058,0
203,202000,28959,43625,23078,40999,9334,51207,54521,6457,39041,8474,61550,25608,0
204,203000,28959,43625,23078,45787,9073,47094,58241,10636,31206,2783,57155,35885,0
205,204000,28959,43625,23078,49630,10347,42306,59572,16642,23857,14,50244,45874,0
206,205000,28959,43625,23077,52111,12976,37410,58388,23873,17722,445,41525,54552,0
207,206000,28959,43625,23077,52968,16757,32851,54797,31635,13397,4051,31818,61088,0
208,207000,28959,43625,23077,52114,21381,29008,49148,39176,11299,10483,22046,64873,0
209,208000,28959,43625,23077,49693,26291,26299,42007,45737,11638,19074,13222,65517,0
210,209000,28959,43625,23077,45931,30997,25008,34070,50682,14379,28994,6208,62951,0
211,210000,28959,43625,23077,41100,35117,25274,26096,53536,19263,39321,1653,57412,0
212,211000,28959,43625,23077,35737,38237,27031,18884,54012,25802,49004,14,49467,0
213,212000,28959,43625,23077,30447,40019,30073,13144,52070,33347,57063,1456,39918,0
214,213000,28959,43625,23077,25657,40275,34193,9425,47890,41183,62753,5854,29638,0
215,214000,28959,43625,23077,21817,38993,38987,8095,41883,48532,65521,12770,19646,0
216,215000,28959,43625,23077,19342,36358,43884,9281,34652,54665,65085,21491,10969,0
217,216000,28959,43625,23077,18488,32579,48438,12871,26891,58989,61479,31195,4437,0
218,217000,28959,43625,23077,19346,27960,52273,18521,19352,61085,55046,40964,657,0
219,218000,28959,43625,23077,21774,23051,54974,25662,12791,60746,46451,49787,17,0
220,219000,28959,43625,23077,25532,18347,56266,33597,7846,58005,36535,56800,2581,0
221,220000,28959,43625,23078,30351,14234,56003,41569,4994,53123,26214,61351,8118,0
222,221000,28959,43625,23078,35705,11120,54248,48779,4518,46585,16536,62988,16060,0
223,222000,28959,43625,23078,40999,9336,51206,54521,6459,39040,8474,61548,25610,0
224,223000,28959,43625,23078,45786,9075,47093,58241,10638,31204,2784,57153,35887,0
225,224000,28959,43625,23078,49628,10348,42306,59570,16643,23856,15,50241,45875,0
226,225000,28959,43625,23077,52109,12977,37411,58386,23875,17722,448,41522,54552,0
227,226000,28959,43625,23077,52966,16758,32852,54796,31637,13397,4053,31817,61088,0
228,227000,28959,43625,23077,52113,21381,29009,49146,39177,11300,10485,22045,64872,0
229,228000,28959,43625,23077,49692,26290,26300,42006,45738,11639,19076,13222,65515,0
230,229000,28959,43625,23077,45929,30997,25010,34068,50683,14381,28996,6208,62949,0
231,230000,28959,43625,23077,41100,35116,25275,26095,53535,19264,39322,1654,57410,0
232,231000,28959,43625,23077,35738,38235,27033,18883,54012,25804,49005,15,49465,0
233,232000,28959,43625,23077,30446,40018,30074,13144,52068,33348,57063,1458,39916,0
234,233000,28959,43625,23077,25659,40273,34194,9425,47888,41184,62753,5856,29636,0
235,234000,28959,43625,23077,21819,38991,38987,8095,41882,48534,65520,12772,19644,0
236,235000,28959,43625,23077,19344,36357,43883,9282,34650,54666,65084,21493,10969,0
237,236000,28959,43625,23077,18490,32578,48437,12873,26889,58989,61477,31197,4437,0
238,237000,28959,43625,23077,19348,27960,52272,18522,19351,61085,55044,40965,658,0
239,238000,28959,43625,23077,21775,23052,54972,25663,12790,60745,46449,49787,18,0
240,239000,28959,43625,23077,25533,18348,56264,33599,7846,58004,36533,56800,2583,0
241,240000,28959,43625,23078,30352,14235,56001,41570,4994,53121,26212,61350,8120,0
242,241000,28959,43625,23078,35704,11122,54247,48780,4519,46583,16535,62986,16063,0
243,242000,28959,43625,23078,40998,9337,51205,54522,6460,39038,8474,61546,25612,0
244,243000,28959,43625,23078,45785,9076,47093,58241,10639,31203,2784,57151,35888,0
245,244000,28959,43625,23078,49627,10349,42306,59570,16645,23855,17,50239,45876,0
246,245000,28959,43625,23077,52107,12978,37412,58385,23876,17722,450,41520,54552,0
247,246000,28959,43625,23077,52964,16758,32853,54794,31638,13397,4055,31815,61087,0
248,247000,28959,43625,23077,52111,21381,29010,49144,39178,11301,10488,22044,64871,0
249,248000,28959,43625,23077,49691,26290,26302,42004,45738,11640,19079,13221,65514,0
250,249000,28959,43625,23077,45928,30996,25012,34067,50683,14382,28998,6208,62947,0
251,250000,28959,43625,23077,41100,35115,25277,26094,53535,19266,39324,1655,57408,0
252,251000,28959,43625,23077,35738,38234,27034,18882,54011,25805,49006,16,49463,0
253,252000,28959,43625,23077,30447,40016,30075,13144,52067,33349,57063,1460,39914,0
254,253000,28959,43625,23077,25660,40272,34194,9425,47887,41186,62752,5858,29634,0
255,254000,28959,43625,23077,21820,38990,38987,8096,41880,48534,65519,12775,19643,0
256,255000,28959,43625,23077,19345,36356,43883,9283,34649,54666,65082,21495,10969,0
257,256000,28959,43625,23077,18491,32578,48436,12874,26888,58989,61475,31198,4437,0
258,257000,28959,43625,23077,19349,27960,52270,18524,19350,61084,55041,40966,659,0
259,258000,28959,43625,23077,21776,23052,54971,25665,12790,60744,46447,49788,20,0
260,259000,28959,43625,23077,25534,18349,56262,33600,7845,58003,36531,56800,2585,0
261,260000,28959,43625,23078,30352,14236,56000,41572,4994,53120,26211,61350,8122,0
262,261000,28959,43625,23078,35704,11123,54245,48781,4520,46582,16535,62985,16065,0
263,262000,28959,43625,23078,40997,9339,51205,54522,6461,39036,8474,61544,25614,0
264,263000,28959,43625,23078,45784,9078,47092,58241,10641,31202,2785,57149,35890,0
265,264000,28959,43625,23078,49625,10351,42307,59569,16646,23854,18,50237,45877,0
266,265000,28959,43625,23077,52105,12979,37412,58384,23878,17721,452,41518,54552,0
267,266000,28959,43625,23077,52963,16759,32854,54793,31639,13397,4057,31813,61087,0
268,267000,28959,43625,23077,52109,21381,29011,49142,39179,11301,10490,22042,64870,0
269,268000,28959,43625,23077,49689,26290,26303,42002,45739,11641,19081,13221,65512,0
270,269000,28959,43625,23077,45930,30994,25012,34066,50683,14383,28998,6209,62946,0
271,270000,28959,43625,23077,41100,35113,25278,26092,53535,19267,39326,1656,57406,0
272,271000,28959,43625,23077,35737,38232,27035,18882,54010,25806,49006,18,49461,0
273,272000,28959,43625,23077,30448,40015,30076,13144,52066,33351,57063,1462,39913,0
274,273000,28959,43625,23077,25662,40270,34194,9425,47885,41187,62751,5860,29633,0
275,274000,28959,43625,23077,21821,38989,38987,8098,41878,48535,65517,12777,19643,0
276,275000,28959,43625,23077,19348,36354,43882,9285,34647,54667,65079,21498,10969,0
277,276000,28959,43625,23077,18494,32577,48435,12876,26887,58989,61472,31200,4438,0
278,277000,28959,43625,23077,19350,27960,52269,18526,19348,61083,55039,40968,660,0
279,278000,28959,43625,23077,21777,23053,54969,25668,12789,60742,46444,49789,22,0
280,279000,28959,43625,23077,25536,18349,56260,33602,7845,58002,36529,56800,2587,0
281,280000,28959,43625,23078,30351,14238,55999,41573,4994,53118,26209,61349,8124,0
282,281000,28959,43625,23078,35704,11125,54244,48782,4520,46580,16533,62984,16067,0
283,282000,28959,43625,23078,40997,9340,51203,54522,6462,39035,8474,61542,25616,0
284,283000,28959,43625,23078,45782,9080,47092,58240,10642,31201,2786,57147,35891,0
285,284000,28959,43625,23078,49624,10352,42307,59569,16648,23853,19,50235,45878,0
286,285000,28959,43625,23077,52104,12980,37412,58382,23879,17721,454,41516,54553,0
287,286000,28959,43625,23077,52961,16760,32855,54791,31641,13397,4060,31811,61086,0
288,287000,28959,43625,23077,52108,21381,29013,49141,39180,11301,10492,22041,64869,0
289,288000,28959,43625,23077,49688,26289,26305,42001,45740,11642,19083,13220,65510,0
290,289000,28959,43625,23077,45926,30994,25015,34063,50683,14385,29003,6208,62942,0
291,290000,28959,43625,23077,41099,35112,25279,26091,53534,19269,39327,1656,57404,0
292,291000,28959,43625,23077,35738,38231,27036,18880,54009,25808,49008,19,49458,0
293,292000,28959,43625,23077,30449,40013,30077,13143,52065,33353,57063,1463,39910,0
294,293000,28959,43625,23077,25662,40269,34195,9426,47884,41188,62751,5862,29631,0
295,294000,28959,43625,23077,21824,38987,38987,8097,41877,48536,65516,12779,19641,0
296,295000,28959,43625,23077,19349,36354,43881,9285,34645,54668,65078,21500,10968,0
297,296000,28959,43625,23077,18495,32577,48435,12877,26885,58989,61470,31202,4438,0
298,297000,28959,43625,23077,19353,27959,52267,18527,19347,61083,55037,40969,661,0
299,298000,28959,43625,23077,21779,23053,54968,25668,12788,60742,46442,49789,23,0
300,299000,28959,43625,23077,25535,18351,56259,33603,7845,58000,36527,56800,2589,0
301,300000,28959,43625,23078,30353,14239,55997,41574,4995,53117,26208,61348,8127,0
302,301000,28959,43625,23078,35704,11126,54243,48783,4521,46579,16533,62982,16069,0
303,302000,28959,43625,23078,40995,9342,51203,54523,6463,39033,8474,61541,25618,0
304,303000,28959,43625,23078,45781,9081,47091,58240,10644,31199,2786,57145,35893,0
305,304000,28959,43625,23078,49622,10353,42307,59568,16650,23852,20,50232,45879,0
306,305000,28959,43625,23077,52102,12981,37413,58381,23881,17720,455,41514,54553,0
307,306000,28959,43625,23077,52959,16760,32856,54790,31642,13397,4061,31810,61086,0
308,307000,28959,43625,23077,52106,21381,29014,49139,39182,11302,10495,22040,64867,0
309,308000,28959,43625,23077,49687,26289,26306,41999,45740,11643,19085,13220,65509,0
310,309000,28959,43625,23077,45929,30992,25015,34063,50683,14385,29002,6209,62942,0
311,310000,28959,43625,23077,41099,35111,25281,26089,53534,19270,39329,1657,57401,0
312,311000,28959,43625,23077,35738,38230,27038,18880,54008,25810,49008,20,49456,0
313,312000,28959,43625,23077,30449,40012,30078,13143,52064,33354,57063,1465,39909,0
314,313000,28959,43625,23077,25665,40266,34195,9425,47883,41190,62750,5865,29630,0
315,314000,28959,43625,23077,21824,38986,38987,8099,41875,48537,65514,12781,19641,0
316,315000,28959,43625,23077,19351,36352,43881,9287,34643,54668,65075,21502,10968,0
317,316000,28959,43625,23077,18498,32575,48433,12878,26884,58989,61468,31204,4439,0
318,317000,28959,43625,23077,19353,27960,52267,18529,19346,61082,55034,40970,662,0
319,318000,28959,43625,23077,21780,23053,54966,25671,12787,60740,46439,49790,25,0
320,319000,28959,43625,23077,25537,18351,56257,33605,7845,57999,36525,56800,2591,0
321,320000,28959,43625,23078,30352,14240,55996,41576,4995,53115,26207,61347,8129,0
322,321000,28959,43625,23078,35703,11128,54242,48784,4522,46577,16532,62981,16072,0
323,322000,28959,43625,23078,40996,9343,51201,54523,6465,39032,8473,61539,25620,0
324,323000,28959,43625,23078,45779,9083,47091,58240,10645,31198,2787,57142,35894,0
325,324000,28959,43625,23078,49621,10355,42307,59567,16651,23851,21,50230,45880,0
326,325000,28959,43625,23077,52100,12982,37414,58380,23882,17720,457,41512,54553,0
327,326000,28959,43625,23077,52957,16761,32857,54788,31644,13397,4064,31808,61086,0
