1,0,37149,34583,31125,28841,30586,36478,25040,61585,17694,0
2,1000,35796,36416,31023,30540,28290,36507,16491,62587,24432,0
3,2000,34176,37960,31123,32467,26499,36131,9543,60666,32344,0
4,3000,32484,39049,31417,34424,25383,35384,4904,55955,40681,0
5,4000,30871,39569,31876,36228,25051,34340,2902,49039,48626,0
6,5000,29455,39465,32454,37707,25546,33109,3847,40503,55383,0
7,6000,28383,38740,33086,38718,26825,31814,7719,31196,60215,0
8,7000,27771,37465,33702,39168,28767,30580,13878,22023,62886,0
9,8000,27679,35759,34262,39004,31165,29525,21958,13894,62913,0
10,9000,28124,33809,34710,38237,33783,28748,31088,7631,60340,0
11,10000,29063,31851,35000,36939,36355,28323,40386,3800,55451,0
12,11000,30412,30020,35102,35244,38646,28294,48941,2796,48709,0
13,12000,32028,28477,35002,33322,40435,28668,55890,4721,40791,0
14,13000,33717,27387,34711,31367,41553,29413,60533,9433,32451,0
15,14000,35330,26864,34253,29564,41889,30454,62530,16357,24503,0
16,15000,36748,26964,33674,28084,41400,31683,61577,24898,17747,0
17,16000,37823,27685,33043,27069,40125,32978,57701,34205,12920,0
18,17000,38439,28959,32427,26615,38186,34213,51539,43376,10254,0
19,18000,38534,30668,31865,26775,35786,35271,43459,51501,10231,0
20,19000,38090,32622,31415,27541,33164,36051,34333,57758,12806,0
21,20000,37149,34582,31125,28841,30586,36478,25040,61585,17694,0
22,21000,35796,36416,31023,30540,28291,36507,16491,62587,24432,0
23,22000,34176,37960,31123,32467,26499,36131,9543,60666,32344,0
24,23000,32485,39049,31417,34424,25383,35384,4904,55955,40681,0
25,24000,30872,39569,31876,36228,25051,34340,2902,49039,48627,0
26,25000,29455,39465,32454,37707,25546,33109,3847,40503,55383,0
27,26000,28383,38740,33086,38718,26825,31814,7719,31196,60215,0
28,27000,27772,37465,33702,39168,28767,30580,13878,22023,62886,0
29,28000,27679,35759,34261,39004,31165,29525,21958,13894,62913,0
30,29000,28124,33809,34710,38237,33782,28748,31088,7631,60340,0
31,30000,29063,31851,35000,36939,36355,28323,40386,3800,55451,0
32,31000,30412,30020,35102,35244,38646,28294,48941,2796,48708,0
33,32000,32028,28477,35002,33322,40435,28668,55890,4721,40791,0
34,33000,33717,27387,34710,31368,41552,29413,60533,9433,32451,0
35,34000,35330,26864,34253,29564,41889,30454,62530,16357,24503,0
36,35000,36748,26964,33674,28084,41400,31683,61577,24898,17747,0
37,36000,37823,27685,33043,27069,40125,32978,57701,34205,12919,0
38,37000,38439,28959,32427,26615,38186,34213,51539,43376,10254,0
39,38000,38534,30668,31865,26775,35786,35271,43459,51501,10231,0
40,39000,38090,32622,31415,27541,33164,36051,34333,57759,12806,0
41,40000,37149,34582,31125,28841,30586,36478,25040,61585,17694,0
42,41000,35797,36416,31023,30540,28291,36507,16491,62587,24432,0
43,42000,34176,37960,31123,32466,26499,36131,9543,60667,32344,0
44,43000,32485,39049,31417,34424,25383,35384,4904,55955,40681,0
45,44000,30872,39569,31876,36228,25051,34340,2902,49039,48627,0
46,45000,29455,39465,32454,37707,25546,33109,3847,40503,55383,0
47,46000,28384,38740,33086,38718,26825,31814,7719,31196,60215,0
48,47000,27772,37465,33702,39168,28767,30580,13878,22023,62886,0
