1,0,9754,10343,63642,61924,35573,21920,13625,57234,10561,0
2,1000,9754,10343,63642,64384,37786,16186,13625,57233,10562,0
3,2000,9754,10343,63642,65535,41211,10653,13626,57233,10562,0
4,3000,9754,10343,63642,65264,45512,5860,13627,57232,10563,0
5,4000,9754,10343,63642,63598,50267,2279,13627,57231,10563,0
6,5000,9754,10343,63642,60700,55013,260,13628,57231,10563,0
7,6000,9754,10343,63642,56852,59284,0,13629,57230,10563,0
8,7000,9754,10344,63642,52432,62662,1525,13630,57230,10563,0
9,8000,9754,10344,63642,47873,64815,4686,13630,57230,10562,0
10,9000,9754,10344,63642,43620,65535,9175,13630,57231,10561,0
11,10000,9754,10344,63642,40090,64749,14551,13631,57231,10561,0
12,11000,9754,10344,63642,37629,62534,20288,13630,57232,10560,0
13,12000,9754,10343,63642,36477,59107,25824,13630,57233,10559,0
14,13000,9754,10343,63642,36747,54804,30618,13629,57233,10559,0
15,14000,9754,10343,63642,38413,50046,34201,13628,57234,10559,0
16,15000,9754,10343,63642,41310,45298,36221,13627,57234,10559,0
17,16000,9754,10343,63642,45156,41026,36481,13627,57235,10559,0
18,17000,9754,10343,63642,49573,37647,34957,13626,57235,10559,0
19,18000,9754,10343,63642,54130,35492,31798,13625,57235,10560,0
20,19000,9754,10343,63642,58380,34772,27312,13625,57235,10560,0
21,20000,9754,10343,63642,61908,35557,21939,13625,57234,10561,0
22,21000,9754,10343,63642,64368,37770,16205,13626,57233,10562,0
23,22000,9754,10343,63642,65519,41195,10671,13626,57233,10562,0
24,23000,9754,10343,63642,65249,45495,5879,13627,57232,10563,0
25,24000,9754,10343,63642,63583,50251,2298,13628,57231,10563,0
26,25000,9754,10343,63642,60684,54997,278,13628,57231,10563,0
27,26000,9754,10343,63642,56836,59268,18,13629,57230,10563,0
28,27000,9754,10344,63642,52416,62645,1543,13630,57230,10563,0
29,28000,9754,10344,63642,47857,64799,4705,13630,57230,10562,0
30,29000,9754,10344,63642,43604,65518,9193,13630,57231,10561,0
31,30000,9754,10344,63642,40074,64732,14569,13630,57231,10561,0
32,31000,9754,10344,63642,37613,62518,20306,13630,57232,10560,0
33,32000,9754,10343,63642,36462,59091,25843,13630,57233,10559,0
34,33000,9754,10343,63642,36732,54788,30637,13629,57233,10559,0
35,34000,9754,10343,63642,38397,50030,34219,13628,57234,10559,0
36,35000,9754,10343,63642,41294,45282,36240,13627,57234,10559,0
37,36000,9754,10343,63642,45140,41010,36500,13627,57235,10559,0
38,37000,9754,10343,63642,49557,37631,34976,13626,57235,10559,0
39,38000,9754,10343,63642,54113,35476,31817,13625,57235,10560,0
40,39000,9754,10343,63642,58364,34756,27330,13625,57235,10560,0
41,40000,9754,10343,63642,61893,35541,21957,13625,57234,10561,0
42,41000,9754,10343,63642,64353,37754,16223,13625,57233,10562,0
43,42000,9754,10343,63642,65503,41178,10690,13626,57233,10562,0
44,43000,9754,10343,63642,65233,45479,5897,13627,57232,10563,0
45,44000,9754,10343,63642,63567,50235,2316,13627,57231,10563,0
46,45000,9754,10343,63642,60668,54981,296,13628,57231,10563,0
47,46000,9754,10343,63642,56821,59252,36,13629,57230,10563,0
48,47000,9754,10344,63642,52401,62629,1561,13630,57230,10563,0
49,48000,9754,10344,63642,47841,64783,4723,13630,57230,10562,0
50,49000,9754,10344,63642,43588,65502,9212,13631,57231,10562,0
51,50000,9754,10344,63642,40058,64716,14588,13630,57231,10561,0
52,51000,9754,10344,63642,37598,62501,20325,13630,57232,10560,0
53,52000,9754,10343,63642,36446,59075,25861,13630,57233,10560,0
54,53000,9754,10343,63642,36716,54772,30655,13629,57233,10559,0
55,54000,9754,10343,63642,38381,50014,34238,13628,57234,10559,0
56,55000,9754,10343,63642,41279,45266,36258,13627,57235,10559,0
57,56000,9754,10343,63642,45124,40994,36518,13627,57235,10559,0
58,57000,9754,10343,63642,49542,37615,34994,13626,57235,10559,0
59,58000,9754,10343,63642,54098,35460,31835,13626,57235,10560,0
60,59000,9754,10343,63642,58349,34740,27349,13625,57235,10561,0
61,60000,9754,10343,63642,61877,35524,21975,13625,57234,10561,0
62,61000,9754,10343,63642,64337,37738,16242,13626,57233,10562,0
63,62000,9754,10343,63642,65488,41162,10708,13626,57233,10562,0
64,63000,9754,10343,63642,65217,45463,5916,13627,57232,10563,0
65,64000,9754,10343,63642,63552,50219,2334,13627,57231,10563,0
66,65000,9754,10343,63642,60653,54965,315,13628,57231,10563,0
67,66000,9754,10343,63642,56805,59235,55,13629,57230,10563,0
68,67000,9754,10344,63642,52385,62613,1580,13630,57230,10563,0
69,68000,9754,10344,63642,47826,64767,4741,13630,57230,10562,0
70,69000,9754,10344,63642,43573,65486,9230,13630,57231,10561,0
71,70000,9754,10344,63642,40043,64700,14606,13631,57231,10561,0
72,71000,9754,10344,63642,37582,62485,20343,13630,57232,10560,0
73,72000,9754,10343,63642,36430,59059,25879,13630,57232,10559,0
74,73000,9754,10343,63642,36701,54756,30674,13629,57233,10559,0
75,74000,9754,10343,63642,38366,49998,34256,13628,57234,10559,0
76,75000,9754,10343,63642,41263,45250,36277,13627,57235,10559,0
77,76000,9754,10343,63642,45109,40977,36537,13627,57235,10559,0
78,77000,9754,10343,63642,49526,37599,35013,13626,57235,10559,0
79,78000,9754,10343,63642,54083,35444,31853,13625,57235,10560,0
80,79000,9754,10343,63642,58333,34723,27367,13625,57235,10561,0
81,80000,9754,10343,63642,61861,35508,21994,13625,57234,10561,0
82,81000,9754,10343,63642,64321,37721,16260,13626,57233,10562,0
83,82000,9754,10343,63642,65472,41146,10726,13626,57233,10562,0
84,83000,9754,10343,63642,65202,45447,5934,13627,57232,10563,0
85,84000,9754,10343,63642,63536,50203,2353,13627,57231,10563,0
86,85000,9754,10343,63642,60637,54948,333,13628,57231,10563,0
87,86000,9754,10343,63642,56789,59219,73,13629,57230,10563,0
88,87000,9754,10344,63642,52370,62597,1598,13630,57230,10563,0
89,88000,9754,10344,63642,47810,64750,4760,13630,57230,10562,0
90,89000,9754,10344,63642,43557,65470,9248,13631,57231,10562,0
91,90000,9754,10344,63642,40027,64684,14625,13630,57231,10561,0
92,91000,9754,10344,63642,37566,62469,20362,13630,57232,10560,0
93,92000,9754,10343,63642,36415,59042,25898,13630,57233,10560,0
94,93000,9754,10343,63642,36685,54740,30692,13629,57233,10559,0
95,94000,9754,10343,63642,38350,49981,34275,13628,57234,10559,0
96,95000,9754,10343,63642,41247,45234,36295,13627,57234,10559,0
97,96000,9754,10343,63642,45093,40961,36555,13627,57235,10559,0
98,97000,9754,10343,63642,49510,37582,35031,13626,57235,10559,0
99,98000,9754,10343,63642,54067,35427,31871,13625,57235,10560,0
100,99000,9754,10343,63642,58318,34707,27386,13625,57235,10560,0
101,100000,9754,10343,63642,61846,35492,22013,13625,57234,10561,0
102,101000,9754,10343,63642,64306,37705,16279,13626,57233,10562,0
103,102000,9754,10343,63642,65457,41130,10745,13626,57233,10562,0
104,103000,9754,10343,63642,65186,45430,5953,13627,57232,10563,0
105,104000,9754,10343,63642,63520,50186,2371,13628,57231,10563,0
106,105000,9754,10343,63642,60622,54932,352,13628,57231,10563,0
107,106000,9754,10343,63642,56774,59203,92,13629,57230,10563,0
108,107000,9754,10344,63642,52354,62581,1617,13630,57230,10563,0
109,108000,9754,10344,63642,47795,64734,4778,13630,57230,10562,0
110,109000,9754,10344,63642,43542,65454,9267,13631,57231,10562,0
